yorum;;;
The festivals attended by this film are distributed among the prizes given by the film, the sincerity in the narrative, the pleasure taken from the movie, and the fact that although the actors are new and trivial names, they do not include anything in the film and they all had this film.;;;
"a very funny movie or one of the best comedies I&#39;ve watched, so you&#39;re full of laughter.";;;
as well as everyone said that the tub scene was very nice also michelle pfeifferin actress was very good;;;
dreams are very wide and people never dream of realizing their dreams ... I think this movie is very high quality ... such films on behalf of the Turkish cinema would be very pleasing to those who do not ...;;;
to congratulate a film so warm and sincere that he has done a very nice job that John uluçeyi show that if the directors enough budgets are presented to what they do ......... Anyway I recommend to everyone;;;
"A very nice movie ... I watched with curiosity was a nice movie in a few scenes of the movie, but now here I tell you not to watch it as it reads :) Yes, the girls also moved to get worse, I&#39;m sorry I will get ... anyway 8/10 I say because of the disadvantages of some not understand the sentences :)";;;
"I just wanted to tell the presentation, the movie was perfect ... and the subject was very hungry and messy ... with a very unclear subject ... and most of the time your hair was blossoming ... and at the end of the film I was so surprised that I couldn&#39;t tell you that I would suggest that everyone watch before ... really worth the money you give ....";;;
simply great ... would recommend to anyone ... be sure to follow ...;;;
Pure innocent children of Anatolia, the child inside us!;;;
He&#39;s hesitant watching this movie. but I think everyone should watch it :) http://tinypaste.com/528b8b36;;
"19441 ""It's a long, long movie, you're asking why all of this is at the end of the film. The actors are a complete disappointment, although they're good. It ends with a man's progress in the course of time, the end of the film with no meaning. It's sad because there are really beautiful scenes.";;;
"19442 ""2 seconds between the scenes darkened the movie. In order to show a 10 second scene, before this scene for 2 seconds, after 10 seconds, and then to the new scene for 2 seconds, what is now !! As a result, it was a film that did not meet the expectations as a result ...";;;
"19443 ""According to the end of the film in the content of what is nonsense and incompatible scenes you understand that they have tried to put out a different scenario, but the loss .. loss ..";;;
"19444 ""not good, one place, the same people ... the end is not different from other films.";;;
"19445 ""I've got ridiculous. Now I get up to count the number of film-fictional errors can be close to 30. I've been the most absurd movie I've seen lately. I'm not even able to appeal to those in the 11-13 age range. I give 4 points to give the irony irony. .. Ha, the film to watch this movie has been one of those who went to ...";;;
"19446 ""The film is very ordinary, it's really easy to guess the next scene in reality. You can only be nervous in some scenes, and it's due to the soundtrack.";;;
"19447 ""It was absolutely disappointing. They used very exaggerated effects in some places. Since Superman has been in hospital, Superman did not search for superfluid films in the hospital. Generally, superheroes have a charisma.";;;
"19448 ""The film was really bad. It wasn't bad for lovers of violence, but nothing in the name";;;
"19449 ""Mahsun to the bottom of the drama into the bottom of the drama and tried to criticize the state tried to pit. But for some reason the underlying problems of the village to be unloaded. Watch the Breath.";;;
"19450 ""I think it is a very classic and often logic mistakes that make people feel unnecessary, and can easily predict the end and look as content. Tension cinema goes to an abandoned resort town after a school holiday and we see the death of problematic and adolescent He is not tired of repeating his stories in intervals and he has thawed the heat and heat the productions that offer solutions to the traffic congestion in the world-hereafter: (!) Moderate waste of time (in 3 days)";;;
"19451 ""No one could save the film. The child is actually a devil or did he supernatural supernatural. They have no explanation. In the movie. Watching at home and not at home.";;;
"19452 ""The sun has seen. The exploitation and the one-sided film.";;;
"19453 ""volkanick (23 March 2009 Monday, 09:03) My friend is absolutely agree with you. There is much more to write about, but because there are a lot of people who are making movies, because we cry here, our writings hang. I think a lot of those who like the movie are either fans of the fan or the stories in the movie.";;;
"19461 ""If I'm even fed up with one of the saw patients, my brother wouldn't suffice ... the same same same same same same violence same subject ...";;;
19462 is the worst movie of this lohan, a poorly adapted mediocre youth film, lohan's sympathetic beauty and actresses are not enough to save this film. (3/10);;;
"19463 ""Professionals and high budget";;;
"19464 ""When we look at British cinema, it is not clear what science fiction and fantastic cinema, but they are not very successful in crime films. There are scenes, the scenario is not so much a few good scene to take away.";;;
"19465 ""this movie does not deserve this score .. very short, very meaningless and simple";;;
"19466 ""The film is never successful and never succeeded. I'm completely drawn with commercial concerns, let me give a lot of messages, drowned in the messages, a political film, but it's a film that never touches anything. I think that it is unfair to the other real workers of Turkish cinema by making unnecessary premium.";;;
"19467 ""bad bad bad ... do not say nothin 'else to Norway to Turkey over hele comparison really unnecessary ... but folks beðeniyoo it more interesting :(";;;
"19468 ""A bad film in every way, I definitely don't recommend watching ...";;;
"19469 ""a movie like this is being tricked into a poster design similar to a harry potter poster ... but I'm taken to a placard ... in one word ... I've been waiting for something like harry potter ...";;;
"19470 ""I think I do not lose any time for those who value their time. I have watched to the end because I have plenty of time. :) I think I have to be distressed.""";;;
"19471 ""bad very bad you're filmed in the film boom officially discredit our country norwegian";;;
"19472 ""This movie has already taken its place among the worst films I've ever seen in my life.";;;
"19473 ""sea horse is so exaggerated";;;
"19474 ""I'm more than absrdlk in the film, I admit that there are some scenes and original scenes of sarmad.ok, but even in a scene it is glmedim. Let's notice the difference 4/10";;;
"19475 ""Lindsay Lohan is very beautiful, but this is unable to change the fact that this film is very bad. Okay, maybe the film is a very nice subject, it is the life of a person who makes him happy, etc. etc. But even this film could not save the film because of the scenario and subject You're giving all your note to L.Lohan but not more than 4/10";;;
"19476 ""Mahsun on the throne of the red rose that hadn't sit on the throne of Yýlmaz Güney. Yýlmaz South films did not give messages only. Films and films have taken the role of the art of movies. Mahsun Kýzýlgül is trying to stay away from this region for years, now trying to make money by abusing the problems of getting out and Definitely one of the movies does not carry any artistic value. A film is not just about the scenario. It's not like trying to catch the glamorous music by putting heavy music behind the heavy sayings pulling slow scenes like Gibson. A movie is unforgettable if it's a good movie. It's the only time the film was taken with the budget and the cast. a video that is doomed to speak of its name ... I think this film is just a divan literature.";;;
"19477 ""friends I think you give more rating on this film. If you see the average bi rating on the screen, I leave with a big excitement from the movie theater that I entered into by saying"" shame ""to our josh brother. the usual atmosphere of turmoil omrun omur seven.ununculukta there is already, about the subject soylicek have much criticism in fact, but nese in short josh holloway first bass role film to me, hopefully bidahaki ii would.";;;
"19498 ""a very inexpensive scenario and a miserable directing. In short, collecting the players of the lost and prison break is not enough to shoot a good movie. Every place has a knee-deep snow at a campsite. For those who want to watch it, it can be a cool film, so that the old wooden house must be perfect (!) because they slept in their underwear just for the night. (depending on how you perceive it), it is announced to those who like the cute sara of prison break.";;;
"19499 ""I'm a vast 28 years old at the request of my fiance, but I did not watch this film I did not watch a movie so bad I just want to say that these horror movies, children are no longer using the horror movie can not find our expectations now frankly .. what a fun we spent 2 hours so much. there was no impressive aspect.";;;
"19500 ""a movie that has no subject. I have cut off the people who had such a family at once. I think that the subject could have been more fortified. It could have aroused more curiosity. I didn't even look in the cinema.";;;
"19501 ""4 films in a house with a house between 3 rooms. I only appreciate the direction of the shooting methods and image management. I think the classic final of the film and is not enough to save this movie.";;;
"19502 ""héism bruce willis e extremely unnecessary movie";;;
"19503 ""This year Foreign Film Oscar Nominee Candidate was last year, Three Monkeys was in the list but was removed in the final selection for the Oscars, let's look I saw the sun What's going to do ... Americans in every respect to Turkey within the known can get to a movie ceremonies such unflattering Webcams in scenes are available, so you can achieve the first time I saw the Sun Orhan Pamuk as Nobel Prize (!)";;;
"19504 ""When you get a score on the score of 8""";;;
"19505 ""I did not like the film .. I watched the films of the film then I probably would not like it so ... so there is an introduction to the development of the final final none of them I think .. before watching the film external subject, screenplay or friends, such as film, sat watching without ever heard something like that .. at first, I thought the child would be a nice fun this movie after the terrorist soldier entered the drama after him sadness to drama .. did not like the messages .. trying to give at least the viewpoint anyway sucks film me according to me there is a lot to write";;;
"19506 ""There wasn't much action I didn't have a movie as I expected anyway the guy didn't talk almost from beginning to end of the movie .... 10/6";;;
"19507 ""It's been a week.""";;;
"19508 ""I don't understand what's going on in this film and I don't understand what's going on in this movie.";;;
"19509 ""definitely not worth watching.""";;;
"19510 ""The perfect example of how bad a movie can be done, the failing scenario of failing to make a film, the principle of being neutral, but completely racist rhetoric, a series of events to impress the people ... Recep fiat along with this year's debacle, 10/3 even more If you want to learn how to make a good movie, you should learn how to film from highly talented directors such as Nuri wise Ceylan, Reha Erdem and Zeki Demirkubuz. If you want to create a masterpiece even without giving a good movie or a good movie, Clint Eastwood , Stnley Kubrick, Guy Ritchie's films should be watched.";;;
"19 511 ""Is that what they call turkey truth: rotations / travestiler around these transvestites dönüyo not ya.film sanki.10 / 0";;;
"19512 ""I've watched because it's just a movie, but I did not like the film did not reach the message did not reach the narrow molds could not open the subject .. but still 5/10";;;
19513 is nothing but loss of time.;;;
"19514 ""My God! I'm shocked ... A complete disappointment! The worst Coen Brothers movie I've ever seen ... I have to watch other award-winning and nominated films to talk about the awards and nominations ... I can't ... But I didn't like the movie ... Cinema doesn't bring an innovation to the art ...";;;
"19515 ""The film is really boring, no taste ... I still don't understand why such a film has been made ... and don't try to watch the movie because it's closed for now, so it looks like it's a movie worth no more than 6.";;;
"19516 ""or leave this film to say good-bye I doubt the sense of humor was the most disgusting film I have ever watched in my life";;;
